,trial,t,t_last_visible,d_last_visible,abs_angle_last_visible,hit_boundary,num_stops,num_stops_near_target,n_ff_in_a_row
349,350,2.25,0.5,384.7115356227368,0.5322345291203175,False,1,1,1
350,351,1.5,1.5,376.1178008621009,0.40735725696196323,False,3,3,1
351,352,1.25,1.75,230.66224983927816,0.1402358879404706,False,0,0,1
352,353,1.5,0.0,283.92600316317,0.11498279147837513,False,2,2,1
353,354,0.0,2.0,371.7337874721197,0.5969514032993932,False,0,0,1
354,355,1.0,4.0,388.94902874214023,0.5175207014458967,False,0,0,2
355,356,2.0,2.0,245.15050090254266,0.2538165575267305,False,1,1,3
356,357,0.5,1.5,350.0416981178863,0.35093888555968517,False,0,0,1
357,358,1.0,134.75,394.545574221034,0.5739631109411234,False,0,0,2
358,359,0.5,2.0,391.7484319237069,0.40502927673189687,False,0,0,1
359,360,3.0,1.75,388.7158417781978,0.596135881078107,False,2,2,2
360,361,0.5,1.0,73.75794654089437,0.0,False,0,0,1
361,362,2.75,2.0,262.64492926793076,0.3600128975477971,False,2,2,2
362,363,2.25,0.75,222.73760901957323,0.4275945024698433,False,2,1,1
363,364,1.5,1.0,315.73497082257774,0.6165047223599274,False,3,3,1
364,365,1.5,1.5,382.66003364895647,0.46371783550709245,False,2,2,1
365,366,2.75,1.75,271.07445965426143,0.06670547200468736,False,2,2,1
366,367,2.25,1.5,315.306041273036,0.32579777271325994,False,3,3,1
367,368,2.5,1.0,219.04871973110062,0.4604872431286442,False,3,2,1
368,369,2.0,2.0,368.05195321228786,0.5913522370758745,False,2,1,1
369,370,0.5,1.0,384.3024562919206,0.39788062662503176,False,0,0,1
370,371,1.5,1.5,180.68476413452743,0.10526484738332062,False,2,2,2
371,372,1.0,2.75,399.63031348910124,0.5503904467773538,False,0,0,1
372,373,0.0,2.75,389.6822601221854,0.492804946680991,False,0,0,1
373,374,0.5,2.0,200.25071110674298,0.42356819317304295,False,0,0,2
374,375,3.0,0.5,147.3524813759277,0.14553992732280513,False,2,2,3
375,376,0.5,2.25,111.63637500907768,0.14553992732280513,False,0,0,1
376,377,1.0,9999.0,9999.0,9999.0,False,0,0,2
377,378,0.5,1.75,262.7276653144192,0.3978321501236212,False,0,0,1
378,379,1.0,1.5,314.74760762825565,0.2682362085588543,False,0,0,2
379,380,1.25,1.0,102.7723115637192,0.11547075552521646,False,0,0,1
380,381,2.0,1.5,132.1106054660567,0.0,False,2,2,1
381,382,2.5,1.5,292.7681857340412,0.5146322672132155,False,2,1,1
382,383,3.75,1.75,211.0143712756955,0.08801862417084014,False,2,2,1
383,384,2.0,146.25,369.0134879150192,0.5305875080402007,False,1,1,1
384,385,0.5,1.5,132.30547528829962,0.0,False,0,0,1
385,386,2.75,1.25,381.9755599218018,0.4356470955299412,False,1,1,2
386,387,1.0,1.5,320.4192299781756,0.6119296325714328,False,0,0,1
387,388,1.75,1.5,317.38632151757173,0.46374967140993506,False,2,2,1
388,389,3.75,0.5,26.40933759646108,0.0,False,1,1,1
389,390,0.75,1.0,309.0967818005413,0.3841482373210988,False,0,0,1
390,391,2.0,1.75,218.40484102518985,0.35420688076895646,False,2,2,2
391,392,1.75,1.5,376.99267470431016,0.3703689742451117,False,2,2,1
392,393,1.75,1.0,80.15887933331652,0.15755900167695203,False,2,2,1
393,394,4.0,0.5,225.1655991359248,0.0,False,2,2,1
394,395,2.25,1.5,391.5091762084172,0.6225414395454848,False,3,2,1
395,396,2.25,1.75,268.53142987139785,0.1662999792292839,False,1,1,1
396,397,1.75,1.75,229.16077967081165,0.007365052640027098,False,2,2,1
397,398,2.75,1.0,344.59336931833957,0.5721157062538089,False,3,3,1
398,399,1.5,1.0,93.68354118359451,0.0,False,2,2,1
399,400,0.0,1.0,328.86048094625835,0.4806017106969634,False,0,0,1
400,401,3.75,1.5,223.0022053954693,0.5341460663591944,False,1,1,2
401,402,1.75,1.5,204.35589819522767,0.17610361523660253,False,3,3,1
402,403,2.0,1.25,348.49895069821923,0.605796100862182,False,1,1,1
403,404,1.0,1.5,378.8291162727409,0.5391704829118691,False,0,0,1
404,405,4.0,2.0,383.8905712386743,0.5806230496906787,False,2,2,1
405,406,2.0,1.5,144.34533077848073,0.20158409995359322,False,2,2,1
406,407,2.0,1.0,399.52054098049473,0.6289681563511428,False,3,3,1
407,408,0.0,3.5,399.3124859597966,0.48447553141232147,False,0,0,1
408,409,0.0,1.0,272.4871048892345,0.45459363057970104,False,0,0,2
409,410,1.75,1.5,241.83904840281062,0.23341919662791308,False,1,1,3
410,411,0.5,1.5,146.70809081419696,0.06831285199923356,False,0,0,1
411,412,4.0,1.5,313.15046849437516,0.5987626325288526,False,1,1,2
412,413,1.0,1.5,92.51730398849666,0.36384965699422,False,0,0,1
413,414,0.0,24.25,229.40026244442478,0.2526633967624761,False,0,0,1
414,415,2.25,1.5,343.01849281468225,0.527234395025337,False,2,2,2
415,416,1.5,0.0,393.80162400949933,0.0,False,1,1,1
416,417,1.0,2.25,328.51767283102095,0.07166581514128578,False,0,0,1
417,418,2.75,2.0,365.0426943804696,0.527450727133259,False,3,2,2
418,419,3.25,1.5,390.41706675278886,0.617880436742998,False,2,2,1
419,420,1.5,1.0,340.6948260959716,0.42701843517741533,False,1,1,1
420,421,1.5,3.25,385.9792535855514,0.23290174093534105,False,2,1,1
421,422,0.5,2.0,222.96389041565976,0.18408580406158037,False,0,0,1
422,423,1.75,1.5,167.4607318702171,0.23943133626516705,False,1,1,2
423,424,3.5,0.5,16.022728373661966,0.0,False,1,1,1
424,425,5.25,1.75,271.6806581824916,0.3418996854779797,False,3,1,1
425,426,0.0,47.25,380.89059539437676,0.5450766614524272,False,0,0,1
426,427,1.0,1.5,364.23158985871027,0.5417660405369232,False,0,0,2
427,428,2.75,0.5,191.28179660988076,0.0,False,2,2,1
428,429,0.0,3.0,389.6230244328301,0.41009831607325875,False,0,0,1
429,430,2.25,1.5,396.7465213378059,0.5281576090223981,False,2,1,2
430,431,2.25,1.0,385.5637835739828,0.36862229912494643,False,1,1,1
431,432,3.75,1.5,175.8309683919343,0.0,False,2,2,1
432,433,1.25,1.5,329.3564954098628,0.3128568043400387,False,0,0,1
433,434,3.5,1.5,352.9644695228089,0.5226983057407659,False,2,2,1
434,435,1.75,1.5,206.3361099804192,0.29825256686672175,False,2,2,1
435,436,1.25,1.5,234.83040780150586,0.4832355974859839,False,0,0,1
436,437,2.5,2.25,359.1427750326714,0.5415285020626772,False,2,2,1
437,438,1.0,0.75,353.2430765132647,0.5706720907347352,False,0,0,1
438,439,0.0,160.5,329.1084671354297,0.5779456562070308,False,0,0,1
439,440,1.0,1.5,196.54517701956513,0.3116093562937613,False,0,0,2
440,441,3.5,1.75,220.05967379743882,0.0,False,2,2,1
441,442,2.25,1.0,218.15972126533686,0.11083786997550568,False,2,2,1
442,443,1.25,1.0,319.51209032440823,0.2962376639530876,False,0,0,1
443,444,1.0,1.5,189.28519865025876,0.2865648189077814,False,0,0,1
444,445,0.0,2.25,326.9709023292798,0.12962229797931485,False,0,0,1
445,446,4.0,2.0,396.44898764692476,0.37483086550949085,False,2,2,2
446,447,2.0,1.5,325.9035691881333,0.26019500120927247,False,2,2,1
447,448,1.25,1.75,153.67386394461394,0.47564975757483574,False,0,0,1
448,449,3.75,1.5,311.36203442020405,0.22908439990799523,False,2,2,1
449,450,1.5,1.5,272.5955266456705,0.44614591918740953,False,3,3,1
450,451,2.75,1.5,377.3818812460695,0.4867864849051062,False,1,1,1
451,452,6.75,1.5,182.2997315709384,0.4083188262534704,False,5,1,1
452,453,1.0,1.0,249.2585934805389,0.46675686796233623,False,0,0,1
453,454,3.5,1.5,189.7200537328663,0.2035628318121218,False,2,2,1
454,455,3.75,1.5,290.4169849117307,0.41149259551474243,False,2,2,1
455,456,6.0,1.0,75.6582245910923,0.0,False,1,1,1
456,457,4.0,1.0,393.3282505604602,0.4802038439597701,False,2,2,1
457,458,1.5,1.5,184.5884515213982,0.20653841830432296,False,2,2,1
458,459,2.25,0.5,383.8014422620261,0.5483282853924815,False,1,1,1
459,460,0.0,0.5,397.66703171553206,0.6139905947951437,False,0,0,1
460,461,4.25,1.75,208.39611137229966,0.0,False,3,2,2
461,462,1.75,1.5,293.11544977507657,0.36214502430072537,False,3,3,1
462,463,2.25,1.5,149.59297548238163,0.10369619969094176,False,2,2,1
463,464,2.0,1.5,394.9100100050198,0.4974160102145054,False,2,2,1
464,465,1.0,1.0,59.25317416743833,0.0,False,0,0,1
465,466,4.25,1.75,362.9462208446015,0.5318887937611391,False,2,2,1
466,467,0.0,1.75,340.83895148981406,0.48382033452817996,False,0,0,1
467,468,2.25,1.75,287.47652971899487,0.3767329673654952,False,2,2,2
468,469,0.0,1.75,387.3425939891031,0.5326727723308575,False,0,0,1
469,470,2.25,1.75,215.70629205417382,0.27028816301049796,False,2,2,2
470,471,2.5,2.0,389.80406457061645,0.5354091003796425,False,2,2,1
471,472,3.0,1.25,365.5267927164525,0.5214405837578492,False,2,1,1
472,473,0.5,1.0,344.7843326662945,0.37947283506754603,False,0,0,1
473,474,5.25,1.0,392.46363476471186,0.40770764369766255,False,2,2,2
474,475,4.75,1.75,227.27438492381418,0.0,False,2,2,1
475,476,1.75,1.5,390.8531220094461,0.4532880230108364,False,1,1,1
476,477,2.5,2.0,274.9073690059953,0.11266216445570947,False,3,2,1
477,478,0.0,2.0,368.3062577311577,0.5767021057495053,False,0,0,1
478,479,2.75,1.0,47.19066398517761,0.0476307583902279,False,2,2,2
479,480,4.25,1.5,289.9935505558742,0.2910401008126336,False,1,1,1
480,481,1.0,1.25,396.5026769856406,0.5604781401396643,False,0,0,1
481,482,2.0,1.5,139.47976727183666,0.29963964853069247,False,2,2,1
482,483,1.5,1.5,299.3490329237793,0.44079699417162527,False,2,2,1
483,484,1.25,1.25,334.16072780952624,0.3055443870042956,False,0,0,1
484,485,1.0,1.5,271.46918022831966,0.30760542963986803,False,0,0,1
485,486,3.0,1.25,359.1328613643795,0.5107519578717439,False,1,1,1
486,487,1.0,2.0,179.6625909519958,0.5005138610756139,False,0,0,1
487,488,0.0,1.25,77.2563518111684,0.20019837268813023,False,0,0,1
488,489,0.0,1.75,175.42266211095964,0.37239574290976857,False,0,0,2
489,490,1.0,1.0,79.41869669516787,0.0,False,0,0,3
490,491,1.75,1.75,378.17273472237616,0.3491845549626864,False,1,1,1
491,492,1.5,1.25,99.64452219722025,0.05259758389849328,False,2,1,1
492,493,0.0,1.25,267.3328059840198,0.4069358175801638,False,0,0,1
493,494,1.75,1.5,374.7536734851869,0.4312525289504146,False,3,3,2
494,495,1.5,0.5,247.29570397657426,0.22245920326012478,False,1,1,1
495,496,2.75,1.75,398.90137134773096,0.6111589346073751,False,2,1,1
496,497,0.0,2.0,346.3358905050743,0.5630726585234318,False,0,0,1
497,498,1.25,1.75,175.5093232863501,0.4491432352424415,False,0,0,2
498,499,2.0,1.5,374.58663568697847,0.3708368138814181,False,2,2,1
499,500,6.0,1.0,359.1328613643795,0.5107519578717439,False,2,2,1
500,501,2.75,1.5,197.36477239051126,0.4723331881518038,False,2,2,1
501,502,2.25,1.75,250.56101000719377,0.24081509144209545,False,2,2,1
502,503,2.25,2.0,241.05375681461064,0.41627492364256596,False,1,1,1
503,504,3.25,1.25,125.17786467391649,0.12833425690099068,False,2,1,1
504,505,0.75,1.25,108.33072447407733,0.04263991768355463,False,0,0,1
505,506,0.5,1.0,309.5719319952175,0.6106698706272036,False,0,0,1
506,507,1.75,1.5,214.97662847292426,0.2745741567895621,False,1,1,2
507,508,1.0,1.5,131.52437346476694,0.0,False,0,0,1
508,509,2.25,1.5,302.9080213476316,0.11690499789466173,False,1,1,1
509,510,0.5,2.0,247.98899892499762,0.11690499789466173,False,0,0,1
510,511,0.0,195.25,347.46776086775344,0.5903646895710113,False,0,0,2
511,512,3.5,482.75,310.4180757611772,0.15974305919970747,False,2,2,3
512,513,0.0,1.0,273.39153247692406,0.36290403628345513,False,0,0,1
513,514,1.0,1.5,133.893807743138,0.48688724352745205,False,0,0,2
514,515,1.25,1.5,145.8368982761485,0.0,False,0,0,1
515,516,1.0,1.0,363.0615866629978,0.0,False,0,0,1
516,517,1.0,587.5,351.8137354580715,0.559011216994667,False,0,0,1
517,518,0.0,1.25,146.1496974695046,0.4043108934208789,False,0,0,1
518,519,0.75,0.5,191.37156820413867,0.41063255922869846,False,0,0,2
519,520,0.0,3.75,340.01551318973867,0.5228905548958508,False,0,0,3
520,521,2.5,1.5,362.5583961313915,0.5653382558856953,False,4,3,4
521,522,1.75,1.0,305.9754333830773,0.3068236123530083,False,1,1,1
522,523,0.5,1.0,269.04573420790155,0.10394738679970045,False,0,0,1
523,524,0.0,1.25,303.0642055529295,0.26472452496785626,False,0,0,2
524,525,2.0,1.75,375.48076199840915,0.2591919310834698,False,2,2,3
525,526,0.5,1.0,363.8699782927362,0.30866828739846797,False,0,0,1
526,527,3.75,1.0,205.55055835362566,0.4091556073316747,False,3,3,2
527,528,2.5,1.25,175.8736767200887,0.0,False,1,1,1
528,529,1.25,0.5,210.16827692165904,0.25448737080487727,False,0,0,1
529,530,3.75,1.5,382.50812535866413,0.549070656220946,False,2,1,1
530,531,3.0,1.5,350.30343531324996,0.5028691181883853,False,3,3,1
531,532,1.5,1.0,321.0339004932181,0.330048599771188,False,2,2,1
532,533,1.5,1.0,29.636169402675282,0.0,False,2,2,1
533,534,0.0,4.25,390.9628440546689,0.47126029685720683,False,0,0,1
534,535,3.5,1.5,197.95244760926784,0.3095019377201692,False,2,2,2
535,536,5.75,1.0,375.5435851900966,0.6176973656454539,False,2,2,1
536,537,1.75,1.5,179.60509475544268,0.3968989281892305,False,2,2,1
537,538,2.75,1.25,329.5382332693446,0.47212229337088935,False,1,1,1
538,539,1.0,1.5,395.78720628688325,0.5510744865353201,False,0,0,1
539,540,2.25,2.0,220.15483103167142,0.4887009090023588,False,2,2,1
540,541,2.5,1.5,316.44720491355366,0.3854223695264069,False,2,2,1
541,542,3.75,1.5,340.5638964504052,0.5154369670080152,False,2,2,1
542,543,1.75,1.5,317.710389218294,0.1799362882336134,False,1,1,1
543,544,8.25,2.25,301.8543025163613,0.07773888111958846,False,6,1,1
544,545,5.5,2.0,392.0330956874998,0.3443656849045813,False,3,2,1
545,546,0.0,2.0,349.2781742126524,0.2764731982901712,False,0,0,1
546,547,1.75,1.5,397.07382868927414,0.5706661485972672,False,3,3,2
547,548,1.75,1.5,386.55552129137345,0.5793386440764583,False,2,2,1
548,549,2.0,2.5,294.6262888731826,0.36418035431572615,False,1,1,1
549,550,0.5,1.0,109.10242810680406,0.0,False,0,0,1
550,551,1.75,1.5,150.22127857278215,0.4394196400960656,False,2,2,2
551,552,1.5,1.0,396.35680937130405,0.5533942471735138,False,2,2,1
552,553,2.75,1.25,103.46318460750881,0.0,False,1,1,1
553,554,0.5,1.5,396.7482295512533,0.49778355914414835,False,0,0,1
554,555,1.75,1.5,155.2850084712343,0.28120243927951444,False,2,2,2
555,556,1.5,1.5,389.59901183766806,0.6090566699630398,False,2,1,1
556,557,4.0,2.0,235.26194716327188,0.2092656862939472,False,2,2,1
557,558,3.0,2.0,392.28047856459307,0.6051085128607304,False,2,2,1
558,559,2.25,1.75,357.66365571812264,0.5362440596744243,False,2,2,1
559,560,1.25,125.75,181.64369552997005,0.12034552174091356,False,0,0,1
560,561,0.0,2.25,312.1814267579859,0.5828521724806958,False,0,0,1
561,562,6.25,2.0,281.84007847724973,0.322119602846225,False,3,2,2
562,563,1.75,2.0,357.6130753603164,0.5555157462750554,False,2,2,1
563,564,2.25,1.5,124.79283372927726,0.2204500636706895,False,3,3,1
564,565,1.5,2.25,248.51338258362378,0.011992483229113823,False,1,1,1
565,566,0.5,0.0,20.337626535567903,0.0,False,0,0,1
566,567,0.0,2.0,321.99237208320835,0.39920726201404527,False,0,0,2
567,568,2.5,1.0,313.9569378393976,0.5807067911242915,False,4,2,3
568,569,4.0,1.75,201.31244140699954,0.5351474003068772,False,2,1,1
569,570,0.5,1.0,374.51960478369665,0.3738933749709959,False,0,0,1
570,571,2.0,2.0,263.21572755434636,0.17809248817325454,False,1,1,2
571,572,1.0,2.0,341.7838573219364,0.3182839787989119,False,0,0,1
572,573,4.0,0.5,394.43122780079074,0.31661616943026183,False,3,3,1
573,574,0.5,9999.0,9999.0,9999.0,False,0,0,1
574,575,2.0,219.75,394.59911683568134,0.5711853973736007,False,1,1,2
575,576,1.0,2.5,295.5035629916239,0.19832953795930675,False,0,0,1
576,577,0.0,1.0,285.81534485469587,0.23942411117415574,False,0,0,1
577,578,1.75,1.5,399.6113056049982,0.5894595466610942,False,3,3,2
578,579,1.75,1.0,362.9106786908214,0.5877107889573252,False,1,1,1
579,580,2.25,1.5,226.86696221970405,0.23767841161424968,False,3,3,1
580,581,2.75,1.5,102.1436051467528,0.07989653374756009,False,3,3,1
581,582,3.0,3.0,350.3368565320393,0.0,False,2,2,1
582,583,0.5,1.5,398.46208080812045,0.5977190942269416,False,0,0,1
583,584,1.0,0.5,383.30066713080714,0.28661343221729496,False,0,0,2
584,585,3.0,1.0,349.91375600812324,0.20461085992655847,False,2,1,1
585,586,2.75,2.0,377.20519872644616,0.300417690235365,False,2,1,1
586,587,1.0,1.5,365.0635977031117,0.5019227914600205,False,0,0,1
587,588,1.0,1.5,331.41926067789433,0.46200553637589425,False,0,0,1
588,589,3.0,2.0,205.55903339973494,0.47122460592337867,False,3,2,1
589,590,2.5,2.0,333.7093467197008,0.555988336082744,False,2,2,1
590,591,1.25,1.5,150.31656188122653,0.3720320279860725,False,0,0,1
591,592,2.0,1.75,303.43635992822357,0.3381262827498191,False,2,2,1
592,593,3.75,1.5,210.99406111954724,0.4710102038350933,False,2,2,1
593,594,2.0,1.5,357.7916325209538,0.5886074055284536,False,3,3,1
594,595,3.5,1.0,256.4328632226442,0.3658463692153846,False,3,1,1
595,596,1.75,1.5,254.36944177340746,0.48408335369416083,False,1,1,1
596,597,0.5,1.0,357.4878558390614,0.5165292749954633,False,0,0,1
597,598,2.5,1.0,194.04956200491887,0.21738470270690138,False,2,2,2
598,599,0.5,1.5,122.55778535070102,0.027570590775819498,False,0,0,1
599,600,2.5,1.5,183.4412740941712,0.4110919178227759,False,2,2,2
600,601,1.0,0.5,29.310289823113926,0.0,False,0,0,1
601,602,3.0,1.5,216.25267811019927,0.2098783723264644,False,3,2,2
602,603,0.75,1.25,99.3579799770122,0.3605932962769555,False,0,0,1
603,604,1.0,1.5,383.89097432661083,0.6275208190497057,False,0,0,1
604,605,1.25,1.0,398.2222707062285,0.6204204383941851,False,0,0,1
605,606,3.5,1.75,211.22374033149495,0.0027760230978939593,False,2,2,1
606,607,3.25,1.5,102.32056465465644,0.0,False,2,2,1
607,608,1.5,1.0,184.22098835112263,0.3320124676326913,False,2,2,1
608,609,2.0,1.75,328.65651725259426,0.6030682904585295,False,2,1,1
609,610,2.0,2.0,246.25307012541356,0.018655098678866777,False,2,2,1
610,611,2.25,0.5,24.374884151602203,0.0,False,1,1,1
611,612,0.5,80.25,208.64814094234148,0.5375515446356136,False,0,0,1
612,613,2.25,1.5,323.4719162313525,0.3623557332941453,False,2,2,2
613,614,3.0,1.25,363.36021261155224,0.05044373501020358,False,2,1,1
614,615,4.25,1.5,253.8630890575639,0.0,False,6,4,1
615,616,4.0,1.5,144.02845169541652,0.15291682550070784,False,3,2,1
616,617,1.75,1.5,152.80884837280163,0.1879280280887292,False,2,2,1
617,618,4.25,1.5,374.5276185769485,0.41463968148031816,False,2,2,1
618,619,6.0,2.0,375.6945267519919,0.5758232525447495,False,2,2,1
619,620,1.0,305.75,365.8544432066785,0.004535681854317283,False,0,0,1
620,621,0.5,2.0,388.88471746238866,0.5345323298700055,False,0,0,1
621,622,0.5,1.0,387.32953077607687,0.5339963443764241,False,0,0,2
622,623,3.25,1.5,300.9716873477943,0.36779120396337084,False,3,3,3
623,624,4.5,1.5,196.07597579950857,0.135427329384117,False,3,1,1
624,625,1.25,0.5,398.2560927470397,0.559642411181519,False,0,0,1
625,626,0.5,1.75,120.04482792031965,0.0050415965846904165,False,0,0,1
626,627,3.0,1.5,122.36149312857516,0.21082766917069434,False,2,2,2
627,628,2.25,1.75,387.6895385810188,0.2749882553393807,False,2,2,1
628,629,2.25,1.5,98.23916338822647,0.3856156412883661,False,3,3,1
629,630,0.5,1.5,270.81653398026907,0.48103027592162206,False,0,0,1
630,631,1.25,1.5,140.1534610686013,0.08609373759602718,False,0,0,2
631,632,1.0,1.0,360.09249454463935,0.5779220395256031,False,0,0,1
632,633,1.75,1.5,346.77187254527684,0.42526591848656425,False,2,2,1
633,634,0.0,1.5,366.4959655726985,0.6087505481778224,False,0,0,1
634,635,7.5,2.0,276.9532831738549,0.0,False,4,2,2
635,636,3.0,0.5,397.35279506953776,0.6013484909431926,False,1,1,1
636,637,1.75,1.75,129.195459078113,0.49169363603172245,False,3,2,1
637,638,7.75,1.5,353.78737773706166,0.5473861642668173,False,5,3,1
638,639,2.0,1.5,161.2804575698736,0.10896670501786526,False,1,1,1
639,640,1.5,1.0,351.79579331057647,0.33225090093766213,False,2,2,1
640,641,2.0,1.5,371.4595879870084,0.4784416115690095,False,2,2,1
641,642,2.25,1.0,392.76527556614474,0.6010021828576884,False,2,2,1
642,643,0.0,183.75,346.517930692475,0.4805802511780535,False,0,0,1
643,644,1.75,1.5,345.804201976785,0.3720720355678988,False,2,2,2
644,645,0.5,1.5,320.0419235965813,0.5378698029931114,False,0,0,1
645,646,2.25,1.5,338.7688362444913,0.2505438324679081,False,3,3,2
646,647,3.75,1.0,330.47684942189557,0.3140198657394142,False,1,1,1
647,648,1.0,521.5,286.22823996480696,0.3569987447211343,False,0,0,1
648,649,0.0,1.0,294.46973700895757,0.10495602598181879,False,0,0,1
649,650,2.5,1.0,395.44533643609935,0.3920320412863045,False,2,2,2
650,651,3.25,0.5,309.4745180125277,0.28118472005537876,False,1,1,1
651,652,2.0,1.5,114.92305770592087,0.18164033267225735,False,3,2,1
652,653,2.75,53.25,374.1296512870413,0.43299278458694435,False,1,1,1
653,654,0.5,2.0,374.94419741049245,0.5212451446308952,False,0,0,1
654,655,0.0,2.5,331.93317761980256,0.0,False,0,0,2
655,656,3.75,1.75,362.17037516926547,0.47172233167229316,False,2,2,3
656,657,1.5,1.0,346.0688289936355,0.5977162438050165,False,1,1,1
657,658,1.75,1.5,155.88276494022568,0.0,False,2,2,1
658,659,1.5,2.0,390.0081572792229,0.5711512814017328,False,2,2,1
659,660,2.5,1.5,149.92611003969535,0.0,False,2,2,1
660,661,2.5,1.5,353.16873681627214,0.558427334834338,False,2,2,1
661,662,2.0,0.5,391.59491839619216,0.5755050015323588,False,1,1,1
662,663,3.0,2.5,378.3323082035857,0.48954950135097874,False,2,1,1
663,664,0.5,1.25,372.39164703114244,0.5810372622327024,False,0,0,1
664,665,0.0,1.0,50.232663591728404,0.0,False,0,0,2
665,666,1.25,1.5,351.4490556127682,0.5388143635289268,False,0,0,3
666,667,1.75,1.5,251.1636677287016,0.5420352282237467,False,2,2,1
667,668,2.75,1.5,370.7900963122677,0.05335039288502935,False,2,2,1
668,669,1.25,1.5,145.7863412219485,0.05204424690283693,False,0,0,1
669,670,5.5,1.5,197.57915259549998,0.5166982278057675,False,4,2,1
670,671,1.5,1.75,385.37937827096704,0.6068667606568181,False,2,2,1
671,672,5.75,1.5,174.56109537548747,0.1305028086230433,False,3,3,1
672,673,7.25,0.5,398.45409716552996,0.49561901690662896,False,6,1,1
673,674,2.75,1.5,393.8066233637178,0.5716235865651222,False,3,2,1
674,675,1.5,1.75,345.22203675186097,0.48660742250563405,False,2,2,1
675,676,1.25,1.75,336.7840498253237,0.4522990571772296,False,0,0,1
676,677,1.0,1.5,396.3146176011264,0.5935339557539459,False,0,0,1
677,678,2.0,1.5,389.22330862567554,0.4133404999049913,False,2,2,1
678,679,2.0,2.0,276.88448859931054,0.25249203272431026,False,2,2,1
679,680,3.0,1.75,371.66439696387454,0.6236941912879658,False,2,2,1
680,681,0.5,3.0,337.9866354545333,0.48449920914530403,False,0,0,1
681,682,0.5,3.25,339.91717494458567,0.08185060651882192,False,0,0,2
682,683,0.0,1.5,65.676568118126,0.21867496796508334,False,0,0,3
683,684,4.0,1.75,323.36402260235286,0.5587006717929214,False,2,2,4
684,685,2.0,1.5,251.4030003854727,0.33435486321966906,False,3,3,1
685,686,3.5,1.75,371.04697162991863,0.5737259527162386,False,2,2,1
686,687,1.75,1.0,249.65834968867367,0.1550760202293383,False,1,1,1
687,688,1.5,1.0,381.14256213478745,0.45828198456627567,False,3,3,1
688,689,1.5,1.75,375.6629767886546,0.590972200139072,False,1,1,1
689,690,2.0,1.0,45.1531000289743,0.0,False,2,2,1
690,691,3.25,0.5,368.4985488333018,0.5400589331646213,False,1,1,1
691,692,2.5,1.5,356.3113755600948,0.5035987926510547,False,3,2,1
692,693,2.5,2.0,362.03921606506407,0.5768545912709221,False,3,3,1
693,694,0.0,1.0,308.6388852971407,0.5035257109222455,False,0,0,1
694,695,2.75,1.5,351.09012221567684,0.0769174642697888,False,2,2,2
