,trial,t,t_last_visible,d_last_visible,abs_angle_last_visible,hit_boundary,num_stops,num_stops_near_target,n_ff_in_a_row
695,696,2.25,1.75,368.04255037127376,0.5776549258023141,False,1,1,1
696,697,1.0,1.5,394.9383950857765,0.5833873533659099,False,0,0,1
697,698,2.0,2.0,247.01996164596477,0.42873454945583767,False,2,2,1
698,699,0.0,3.0,337.6899710819397,0.05132187669463266,False,0,0,1
699,700,1.75,1.5,163.6849731659484,0.14826194555603872,False,2,2,2
700,701,2.5,1.5,164.15962811210906,0.4307857303023573,False,2,2,1
701,702,2.0,1.5,391.98366298678275,0.5665354192429292,False,1,1,1
702,703,0.5,198.25,394.6931896755649,0.6164770919067692,False,0,0,1
703,704,0.5,1.0,375.61567548807704,0.5765590640214013,False,0,0,2
704,705,3.25,1.5,357.72007401729405,0.6040944191407569,False,2,2,3
705,706,0.0,9999.0,9999.0,9999.0,False,0,0,1
706,707,7.0,1.5,374.78287765543456,0.6201471119175712,False,2,2,2
707,708,1.5,1.0,387.00228822595676,0.5333696521020429,False,1,1,1
708,709,1.5,0.75,391.7437160149641,0.42769287915288995,False,1,1,1
709,710,0.0,0.75,397.2685098771219,0.6041463657961886,False,0,0,1
710,711,0.5,1.0,342.7800174387765,0.5489138723786313,False,0,0,2
711,712,2.5,1.5,119.34766323745681,0.4289634336129856,False,4,3,3
712,713,3.25,1.5,356.76747786978086,0.36635419331329455,False,2,1,1
713,714,1.0,1.5,396.6055101597775,0.6172572731694607,False,0,0,1
714,715,1.5,1.5,360.0191569833798,0.1678665185561873,False,1,1,1
715,716,2.5,0.5,348.72447460648186,0.5237343736472913,False,1,1,1
716,717,1.0,1.0,365.83537779167114,0.21283873961781596,False,0,0,1
717,718,2.25,1.5,137.10980713532007,0.3158546847695439,False,2,2,1
718,719,1.5,2.0,357.33787752497153,0.37225736580440183,False,2,2,1
719,720,2.5,1.5,387.33402338190643,0.33670868313959945,False,3,3,1
720,721,1.5,1.5,392.20914480384465,0.2973787034543773,False,2,2,1
721,722,2.5,1.5,295.2110999889496,0.04392451513679729,False,3,3,1
722,723,2.0,2.0,372.863806680378,0.5414064898955881,False,2,2,1
723,724,2.5,1.5,351.09313191449354,0.3032732372815873,False,3,3,1
724,725,2.5,2.0,304.75780527269455,0.3875960872681099,False,2,2,1
725,726,3.5,1.0,380.4055081316996,0.4179909062376924,False,2,2,1
726,727,3.25,1.5,368.01945036887895,0.4717889828066051,False,1,1,1
727,728,1.5,1.5,187.51169302195808,0.10144044528634855,False,2,2,1
728,729,1.5,1.75,311.7822672978535,0.5501298812768426,False,2,2,1
729,730,7.0,1.5,357.512087426925,0.4141204018498565,False,2,2,1
730,731,7.25,1.0,367.9704241307942,0.5900357304930142,False,3,3,1
731,732,2.25,1.5,381.79756857014115,0.5898914817509606,False,3,3,1
732,733,1.75,1.5,324.24111257694864,0.4514700487410648,False,3,3,1
733,734,0.0,1.5,195.9167367493865,0.5263386303986197,False,0,0,1
734,735,2.75,1.0,361.74876726292234,0.6076897080226635,False,3,3,2
735,736,2.25,1.0,373.6036797108363,0.6189034486040842,False,2,2,1
736,737,1.5,2.5,168.25763052326394,0.0,False,2,2,1
737,738,0.0,1.5,370.65016407934763,0.2930201528380989,False,0,0,1
738,739,5.25,0.5,298.7093733550588,0.4182691291731161,False,1,1,2
739,740,0.0,0.5,393.31098242321355,0.523571649568255,False,0,0,1
740,741,2.25,1.0,74.39853154865307,0.0,False,3,2,2
741,742,1.0,1.5,123.36520122529338,0.20682258785924817,False,0,0,1
742,743,2.0,1.5,140.08450015882468,0.29045567904864344,False,3,3,1
743,744,0.0,1.5,340.03565636548785,0.5922213182483023,False,0,0,1
744,745,2.75,2.0,360.749831901531,0.4528817255351536,False,2,2,2
745,746,2.25,111.0,386.5275113439466,0.17062418124471207,False,1,1,1
746,747,0.5,1.5,208.32268950639022,0.043372361498324574,False,0,0,1
747,748,2.25,1.0,377.7698230516113,0.20235124504653645,False,2,2,2
748,749,2.25,1.5,301.98827283604356,0.5979519503534294,False,2,2,1
749,750,2.0,1.5,160.23889759770273,0.08164835407859877,False,2,2,1
750,751,2.25,1.5,384.2355296216405,0.3887313528297833,False,2,2,1
751,752,1.5,1.5,366.3066435687746,0.5070301636219509,False,2,2,1
752,753,4.0,1.0,392.5026740931558,0.5928516447013628,False,2,2,1
753,754,2.0,1.5,348.8787788987372,0.5264948168110773,False,3,3,1
754,755,3.25,1.5,382.67327755393046,0.6051038464245989,False,2,2,1
755,756,1.5,1.0,355.9533019543915,0.4858118198658306,False,2,2,1
756,757,4.25,1.5,187.98354192614306,0.42123499153500255,False,2,2,1
757,758,2.0,2.0,364.8315657887975,0.6195381816147247,False,2,2,1
758,759,4.5,1.5,247.28347068784356,0.40361276338002294,False,4,2,1
759,760,2.5,1.0,257.1874917260732,0.0,False,2,2,1
760,761,1.0,1.25,78.15738598644653,0.34915597365274925,False,0,0,1
761,762,1.0,0.5,378.8227353706042,0.2124697842986279,False,0,0,1
762,763,0.5,1.0,89.50366937870032,0.2124697842986279,False,0,0,1
763,764,1.25,0.5,5.513995796185515,0.0,False,0,0,2
764,765,2.0,2.0,216.6852509937451,0.49321337971921864,False,3,2,1
765,766,1.0,1.0,45.78361160039672,0.0,False,0,0,1
766,767,2.5,1.5,122.65146743914714,0.0,False,3,3,2
767,768,4.25,1.25,361.8462247648951,0.328154666085884,False,1,1,1
768,769,0.5,1.0,367.4440358373067,0.23915140643503313,False,0,0,1
769,770,6.0,1.75,284.91964318213553,0.32561304346068165,False,2,2,2
770,771,2.25,1.5,393.2943401876609,0.49672594932803676,False,2,2,1
771,772,3.5,1.75,294.2573052797088,0.4464296530310353,False,2,2,1
772,773,1.5,2.0,215.68775290542092,0.49300516151631574,False,2,2,1
773,774,1.75,0.5,375.7004218692457,0.6051081399634075,False,1,1,1
774,775,1.75,1.5,394.24381711499996,0.554595868070656,False,3,3,1
775,776,1.5,2.0,370.4604814105961,0.483176667153292,False,2,2,1
776,777,3.5,1.5,109.20634819038348,0.36026725486614375,False,3,3,1
777,778,2.0,1.75,379.69230649270025,0.5622457454105335,False,3,2,1
778,779,6.0,1.5,185.1982000877505,0.3938191445518182,False,4,2,1
779,780,2.0,1.5,229.72401044420783,0.14941721562245086,False,2,2,1
780,781,0.0,79.5,322.5791590181035,0.2247665905642951,False,0,0,1
781,782,1.5,1.5,377.8410419094877,0.31289356087434894,False,2,2,2
782,783,2.25,1.5,165.36070493336146,0.10548613166639648,False,2,2,1
783,784,5.5,1.5,82.2350319809503,0.0,False,3,3,1
784,785,2.5,1.75,202.1094383614935,0.09780112263389139,False,2,2,1
785,786,1.0,1.0,318.51485077433847,0.5028268140580956,False,0,0,1
786,787,2.5,2.0,254.74217356807242,0.07527198996912644,False,2,2,1
787,788,3.25,1.5,149.24804864011182,0.3213862189373829,False,2,2,1
788,789,1.75,1.5,377.70719679003344,0.5312592380102681,False,3,3,1
789,790,2.25,1.5,385.36720257508097,0.3354282456525732,False,2,2,1
790,791,4.0,2.0,328.1794290064217,0.25306485819339464,False,2,2,1
791,792,2.0,2.0,353.62249193098734,0.46176162615052896,False,1,1,1
792,793,2.5,1.5,389.80045761038764,0.5689355962247279,False,2,2,1
793,794,1.75,2.25,300.41283949101216,0.30396690231944146,False,1,1,1
794,795,0.5,2.0,395.27496929065603,0.6018635944169402,False,0,0,1
795,796,2.25,23.75,399.0767462773515,0.5815509187998402,False,1,1,2
796,797,0.5,1.5,148.6608556817393,0.0,False,0,0,1
797,798,2.25,1.25,305.0961930320219,0.37094694470470757,False,1,1,2
798,799,2.5,1.5,147.9655646025096,0.0,False,4,2,1
799,800,6.5,1.5,394.582618742472,0.5737683772000175,False,3,1,1
800,801,1.75,1.75,389.3127495270678,0.5249643213197109,False,2,2,1
801,802,1.75,1.5,323.1123469555905,0.597525111617995,False,3,3,1
802,803,1.5,1.5,392.32836556344415,0.3668336493003186,False,2,2,1
803,804,1.0,1.0,344.18539526690665,0.1300984167144023,False,0,0,1
804,805,2.25,1.5,99.18458779959805,0.38013889947962004,False,3,3,1
805,806,4.5,1.0,367.69106475072914,0.35311064567512374,False,3,3,1
806,807,5.25,1.5,335.2008978444042,0.5353100262215713,False,2,2,1
807,808,1.75,0.5,395.82827742704933,0.5037665138858921,False,1,1,1
808,809,3.25,1.75,387.76268220428096,0.5383678375980083,False,2,1,1
809,810,1.5,2.25,288.2175114152021,0.044000240692420145,False,1,1,1
810,811,0.5,1.5,372.3609201686928,0.5473704728732799,False,0,0,1
811,812,2.0,1.0,388.50612646974747,0.38373967466402004,False,2,2,2
812,813,4.0,1.5,383.3590745375788,0.44650764095529205,False,3,2,1
813,814,1.25,1.5,93.46024191789874,0.0,False,0,0,1
814,815,1.0,362.75,319.44125573617504,0.44828818782314545,False,0,0,1
815,816,4.25,93.0,367.28984054250947,0.558164465445847,False,1,1,1
816,817,1.0,1.0,369.1274109002225,0.34789377126643517,False,0,0,1
817,818,1.75,1.0,334.05000880682434,0.0,False,2,2,2
818,819,6.0,1.5,359.56650733596894,0.49711366580849914,False,2,2,1
819,820,11.0,1.5,393.11456610299393,0.6012128973228379,False,2,1,1
820,821,4.0,1.5,303.957008330454,0.052289352842639955,False,2,2,1
821,822,0.5,1.0,365.25217584865516,0.31017421857010236,False,0,0,1
822,823,1.0,189.25,381.8978297255027,0.26840448050892945,False,0,0,2
823,824,0.5,1.0,389.77850814548714,0.5342807951783533,False,0,0,1
824,825,0.0,189.5,175.39649116781473,0.04255269164189712,False,0,0,2
825,826,2.0,1.5,200.35788988950128,0.21875589832463768,False,3,3,3
826,827,0.0,1.5,384.34119074153995,0.6131456601557583,False,0,0,1
827,828,0.5,1.0,292.8283192695044,0.11513218987724433,False,0,0,2
828,829,1.5,1.5,150.68052996490508,0.5254616340186851,False,2,2,3
829,830,3.0,1.5,357.3174112646618,0.6000304202153013,False,2,2,1
830,831,1.5,2.0,342.77912873294736,0.3064757681605866,False,2,2,1
831,832,1.75,0.75,394.2105195805211,0.45498293434796955,False,1,1,1
832,833,0.5,9999.0,9999.0,9999.0,False,0,0,1
833,834,0.0,1.0,368.16635401217184,0.5481123615561823,False,0,0,2
834,835,1.75,284.0,383.5445609988076,0.5969399413448531,False,2,1,3
835,836,0.0,2.0,380.6293718343211,0.5955584123355624,False,0,0,1
836,837,0.5,1.0,222.85760724943967,0.060312678098625394,False,0,0,2
837,838,1.5,0.5,262.6306476858071,0.552761876093383,False,1,1,3
838,839,0.5,1.0,55.49879674457814,0.0,False,0,0,1
839,840,0.0,143.5,149.1519773857725,0.12120360331255095,False,0,0,2
840,841,3.25,9999.0,9999.0,9999.0,False,4,1,3
841,842,0.5,437.75,358.95584603327427,0.4452530962647907,False,0,0,1
842,843,0.0,1.75,324.70164108333324,0.561367672887338,False,0,0,2
843,844,2.25,2.0,255.42706239724941,0.3278103104494028,False,2,2,3
844,845,1.25,1.5,367.491342979119,0.527736402150382,False,0,0,1
845,846,2.75,1.0,365.98384191811317,0.5170363220473757,False,2,2,1
846,847,4.75,1.5,346.94292753883025,0.20044397956989474,False,3,3,1
847,848,2.25,1.5,307.47243794065787,0.2736600257250738,False,3,3,1
848,849,3.5,1.5,351.51148209696004,0.54589673584702,False,2,1,1
849,850,0.5,9999.0,9999.0,9999.0,False,0,0,1
850,851,0.5,93.5,373.2732297195003,0.3871400147304351,False,0,0,1
851,852,0.0,0.0,356.93510996657625,0.5152677053437649,False,0,0,2
852,853,1.0,1.5,282.1499085525758,0.4837623134388964,False,0,0,3
853,854,1.25,1.0,383.52710178004344,0.4088360276936167,False,0,0,4
854,855,0.0,1.0,317.9572805132081,0.5558081637222198,False,0,0,1
855,856,0.0,1.5,306.0425503305168,0.5673195215869888,False,0,0,2
856,857,2.25,1.5,338.8729334783975,0.332125324721588,False,2,1,3
857,858,3.25,1.5,389.25895270153836,0.44444127365173974,False,2,1,1
858,859,2.0,2.0,249.56990882974364,0.3600164256805265,False,2,2,1
859,860,12.75,2.0,233.95271626419867,0.5265041819924898,False,2,2,1
860,861,2.5,1.5,390.8669620283884,0.5708858464645439,False,2,2,1
861,862,3.5,1.5,397.838894943371,0.3290149909178261,False,3,3,1
862,863,7.25,1.0,254.78252425766948,0.5264984492782597,False,2,2,1
863,864,1.5,1.0,253.61827163642278,0.14470968487826857,False,2,2,1
864,865,1.25,1.5,281.43110718275346,0.12178867925084944,False,0,0,1
865,866,1.5,1.5,398.05344072547973,0.5391860483585927,False,2,2,1
866,867,2.0,1.5,360.31129337490495,0.47757071480999824,False,1,1,1
867,868,3.5,2.0,393.2464833408762,0.5265257794020113,False,2,2,1
868,869,2.75,2.0,397.89107712100605,0.557512834493238,False,2,2,1
869,870,3.25,1.0,83.6424633408197,0.0,False,2,2,1
870,871,2.0,4.75,384.52896503724367,0.593798191639548,False,2,2,1
871,872,0.0,0.5,363.07245107684423,0.524917873224827,False,0,0,1
872,873,1.5,1.0,391.37376195472444,0.5489684858484987,False,3,3,2
873,874,0.0,1.0,382.1410141433919,0.5544416432428445,False,0,0,1
874,875,2.75,1.25,399.39662546307625,0.28382005194458965,False,3,1,2
875,876,0.0,1.25,114.1143501386001,0.0,False,0,0,1
876,877,1.25,0.5,391.097465527398,0.6147516708176882,False,0,0,2
877,878,0.5,1.5,393.09124881280974,0.5932512015400816,False,0,0,3
878,879,2.0,1.5,268.4562002691034,0.5863471360222451,False,2,2,4
879,880,0.5,1.0,390.08063703324683,0.3107114828128956,False,0,0,1
880,881,3.0,1.0,366.4578821909425,0.5921332294180208,False,1,1,2
881,882,0.5,1.5,392.98969754283854,0.5700936338241837,False,0,0,1
882,883,1.75,2.0,221.9211693956366,0.1712684126465982,False,2,2,2
883,884,2.75,2.0,245.8764434136855,0.0,False,2,2,1
884,885,3.0,1.75,387.98267356601673,0.6271198881729736,False,1,1,1
885,886,0.5,0.5,380.13459639486865,0.5026596841232112,False,0,0,1
886,887,0.5,1.0,51.340985756342434,0.0,False,0,0,2
887,888,6.75,2.0,254.20983162030956,0.0,False,4,2,3
888,889,4.5,1.5,139.69251731568286,0.07557282157809259,False,2,2,1
889,890,2.0,1.5,345.53040055897526,0.14004864914061443,False,2,2,1
890,891,6.25,1.5,153.60294980824017,0.49042858514623155,False,4,2,1
891,892,2.25,1.0,272.1514456362903,0.039114657472228406,False,2,2,1
892,893,3.25,1.0,395.36692737000755,0.6299045732463133,False,3,2,1
893,894,0.0,1.25,234.80849691872987,0.2290265886800153,False,0,0,1
894,895,5.75,1.5,389.3504375125858,0.5344509082012157,False,3,3,2
895,896,2.5,0.5,309.5015848316992,0.571672354333908,False,1,1,1
896,897,2.75,2.0,378.0930098897071,0.6227675868474379,False,3,2,1
897,898,4.75,2.25,316.1482095477255,0.23431698272046542,False,3,3,1
898,899,0.0,1.0,355.3840684026918,0.0,False,0,0,1
899,900,2.25,1.5,331.8708058343036,0.5668946395179177,False,2,2,2
900,901,1.25,4.5,361.909428915784,0.5631164559971237,False,0,0,1
901,902,0.0,1.75,286.47299453797484,0.36117145976571274,False,0,0,1
902,903,1.25,1.75,250.9835809956214,0.4893169364899923,False,0,0,2
903,904,0.5,1.5,333.15920881299866,0.37948438193463796,False,0,0,1
904,905,4.5,0.5,187.03124972338864,0.34984515252467996,False,2,1,2
905,906,1.75,1.75,375.8638601877325,0.5009723199686145,False,3,2,1
906,907,3.0,2.0,372.9262232828161,0.45070658931493357,False,2,2,1
907,908,1.5,1.75,374.4571682338141,0.5111410865803361,False,2,2,1
908,909,1.5,1.5,110.55219939135098,0.0,False,3,3,1
909,910,0.75,208.0,270.96254410896273,0.5018939941938657,False,0,0,1
910,911,1.0,1.5,380.2156996359608,0.5533473787294176,False,0,0,1
911,912,2.0,3.0,329.36695997137167,0.5596355026258346,False,1,1,1
912,913,0.5,2.0,352.61288935839525,0.554983595027265,False,0,0,1
913,914,2.5,2.0,257.29605791284564,0.1285627688238234,False,2,2,2
914,915,3.0,0.5,388.4034907068417,0.5467244039742397,False,1,1,1
915,916,1.75,1.5,148.2894582700364,0.0,False,2,1,1
916,917,4.25,1.5,374.32623564906606,0.5454388942116255,False,3,2,1
917,918,1.5,2.0,211.1084644887969,0.43208002674935886,False,2,2,1
918,919,2.25,1.5,190.33236666322782,0.26862284239366735,False,2,2,1
919,920,1.5,1.75,398.18581957819487,0.4660922899041429,False,2,2,1
920,921,3.25,2.0,359.1507272590459,0.5752902233172934,False,1,1,1
921,922,3.75,1.75,381.3000830226099,0.447390457108786,False,2,2,1
922,923,1.75,0.5,321.7406333095107,0.2504853961457388,False,2,2,1
923,924,3.0,2.0,279.0906633175898,0.0,False,3,2,1
924,925,2.75,1.5,379.8070868681975,0.44232033104577284,False,2,2,1
925,926,4.25,1.5,340.61564417023897,0.08245184870892044,False,2,2,1
926,927,3.25,1.75,286.63568375129444,0.5017580040302727,False,2,2,1
927,928,1.75,1.75,332.05165130477155,0.19181272261076926,False,2,2,1
928,929,2.25,1.5,387.95955938779696,0.5428587501910329,False,3,3,1
929,930,5.5,2.25,296.75774022529833,0.31026110406471763,False,2,1,1
930,931,0.5,1.0,388.97885308194924,0.5998766392524084,False,0,0,1
931,932,2.25,1.75,233.76228510356145,0.26787811323970934,False,2,2,2
932,933,1.0,1.0,383.5944444700098,0.5118646664413664,False,0,0,1
933,934,3.0,1.0,379.7508393869966,0.3097361367213439,False,2,2,1
934,935,1.0,1.0,322.7806422526205,0.0,False,0,0,1
935,936,6.0,1.0,71.11030081804583,0.0,False,3,1,1
936,937,4.5,1.0,269.3801740732587,0.38109165572835746,False,2,2,1
937,938,6.0,1.0,379.0727413565847,0.5698865594501388,False,3,3,1
938,939,0.0,1.0,206.1969419335589,0.2620169719867833,False,0,0,1
939,940,3.25,1.0,188.377637425209,0.05569587819815802,False,3,3,2
940,941,0.0,1.75,163.045143073955,0.36845656211262434,False,0,0,1
941,942,1.75,1.75,390.84858418791924,0.08359617257861801,False,2,2,2
942,943,0.5,1.5,332.81371514114807,0.588272879247741,False,0,0,1
943,944,1.5,1.5,371.87013314596254,0.5098719893679673,False,3,3,2
944,945,1.5,1.0,364.68442284413226,0.5110145423980679,False,2,2,1
945,946,2.5,1.25,392.0216848706807,0.5889905888040715,False,3,3,1
946,947,3.0,2.0,387.1658279933912,0.44518080744963173,False,2,2,1
947,948,1.25,1.5,308.98239821587765,0.616507168976665,False,0,0,1
948,949,3.0,1.5,387.23394417499486,0.1329781498140588,False,2,2,1
949,950,8.25,1.75,366.7540964493841,0.228097312906057,False,2,1,1
950,951,2.0,2.0,372.4819813467953,0.010748353384504833,False,1,1,1
951,952,1.5,2.0,226.5209059188573,0.0,False,2,2,1
952,953,1.75,1.0,354.4108510214309,0.48801754918839446,False,2,2,1
953,954,11.0,1.5,350.3647480642324,0.6251890161669655,False,1,1,1
954,955,1.25,1.5,366.5287256977276,0.5116751885172119,False,0,0,1
955,956,2.0,1.0,35.06552842154955,0.0,False,2,2,1
956,957,1.25,2.0,331.53408124416643,0.5359923355525975,False,0,0,1
957,958,0.5,3.0,323.0329876622455,0.5193261290712244,False,0,0,2
958,959,0.0,1.0,207.71031653087442,0.26413374961792624,False,0,0,3
959,960,0.5,4.25,275.1359200827385,0.05174158897448479,False,0,0,4
960,961,1.5,2.0,208.85626308954497,0.46348439449590334,False,2,2,5
961,962,2.25,1.5,387.9659705135664,0.5068627603176551,False,1,1,1
962,963,2.5,2.0,180.40602595823663,0.4520883509323329,False,2,1,1
963,964,0.5,1.0,95.91036741807797,0.0,False,0,0,1
964,965,1.0,1.0,379.9944560578589,0.41395235459575186,False,0,0,2
965,966,1.5,1.0,238.18059945391514,0.5158846994296267,False,1,1,1
966,967,2.25,3.0,374.3690307583253,0.07166982344980286,False,1,1,1
967,968,1.75,1.0,396.4779730122632,0.5565945250252992,False,3,2,1
968,969,2.0,1.0,100.25153961008384,0.38694461819136444,False,2,1,1
969,970,0.5,1.0,256.4964875044297,0.4457822486912692,False,0,0,1
970,971,3.5,1.5,393.4932117715219,0.07318683915810748,False,2,2,2
971,972,1.0,1.5,116.88670746953709,0.0,False,0,0,1
972,973,4.25,1.5,384.5420528167899,0.5437311152788,False,5,3,1
973,974,3.0,1.0,269.1373111165745,0.3413946853354878,False,2,2,1
974,975,2.5,1.5,220.08147534953906,0.38941110420166597,False,2,2,1
975,976,6.25,1.75,164.16352696108305,0.5048211144516288,False,2,2,1
976,977,2.25,2.5,330.1206369638264,0.2061558448011156,False,1,1,1
977,978,0.5,1.0,80.40707255401132,0.0,False,0,0,1
978,979,2.5,2.0,341.58277043004085,0.5469466981031132,False,2,2,2
979,980,3.25,1.5,294.20654593576154,0.3531663786151261,False,3,3,1
980,981,1.0,1.25,373.37067332562543,0.5916192044240122,False,0,0,1
981,982,1.0,1.5,349.0099713720573,0.5332141854612273,False,0,0,1
982,983,2.0,2.0,380.9411375232422,0.5282504606657397,False,2,1,1
983,984,1.0,1.0,58.77635580641549,0.23221828035037512,False,0,0,1
984,985,1.0,0.5,270.9525182829524,0.49234276511575403,False,0,0,1
985,986,2.25,1.5,242.15755077561514,0.4381897142543415,False,3,2,1
986,987,1.5,1.5,397.5941864424363,0.4562383663360813,False,2,2,1
987,988,2.25,1.0,389.8607607663364,0.3381696637087009,False,2,1,1
988,989,3.25,1.5,302.04345063848154,0.5646414022256826,False,4,3,1
989,990,0.0,2.0,191.75747173977064,0.0,False,0,0,1
990,991,2.5,2.0,282.0108577571291,0.22730459600807248,False,2,2,2
991,992,1.0,0.75,295.21480882622086,0.15362546371273383,False,0,0,1
992,993,1.0,1.5,114.98020771376396,0.0014306540574753612,False,0,0,1
993,994,1.5,1.5,346.32988956559075,0.6030580772270844,False,3,3,1
994,995,2.5,2.0,267.8177940696554,0.4222709342504923,False,2,2,1
995,996,1.75,1.5,174.96677180111536,0.27211179053000456,False,2,2,1
996,997,3.25,1.0,333.4654761191812,0.3491799939675879,False,1,1,1
997,998,2.5,1.0,59.46137710787853,0.0,False,1,1,1
998,999,7.0,1.5,99.80093964092772,0.09471329142969509,False,2,2,1
999,1000,1.75,0.5,331.7490484060743,0.0,False,1,1,1
1000,1001,0.5,1.5,155.0350468879845,0.0,False,0,0,1
1001,1002,3.5,0.75,379.6719597776357,0.34975206708337675,False,1,1,2
1002,1003,0.5,1.0,384.0926738222438,0.5837165012586409,False,0,0,1
1003,1004,1.75,2.0,349.67469626831513,0.3124146446383792,False,2,2,2
1004,1005,2.5,1.5,339.3761272471856,0.057133302159752444,False,2,2,1
1005,1006,0.75,2.0,182.4721678814118,0.10460244401375221,False,0,0,1
1006,1007,0.5,2.25,397.03019509641,0.40354096214619584,False,0,0,1
1007,1008,0.5,1.5,385.2240849927284,0.5366837338781609,False,0,0,2
1008,1009,0.0,1.75,337.5333164719964,0.33161645859496214,False,0,0,3
1009,1010,2.25,1.5,265.89460574597643,0.43365261351197637,False,2,2,4
1010,1011,2.75,0.5,271.88201453820193,0.0,False,1,1,1
1011,1012,3.75,1.5,353.8491182142522,0.4255864563729142,False,3,1,1
1012,1013,0.5,1.0,79.36839207352413,0.0,False,0,0,1
1013,1014,1.5,0.5,376.0995936191319,0.5820892361927709,False,1,1,2
1014,1015,0.5,1.0,374.5986105524626,0.4143613073946337,False,0,0,1
1015,1016,2.0,2.0,355.7804953414184,0.5195691488914603,False,2,2,2
1016,1017,1.75,1.5,279.52337910171053,0.5044486156689907,False,2,2,1
1017,1018,1.75,1.0,107.14250449640456,0.0,False,2,2,1
1018,1019,0.0,73.5,252.43951687143021,0.07008883547694703,False,0,0,1
1019,1020,5.5,2.0,263.2516269764231,0.0,False,2,2,2
1020,1021,1.5,2.0,353.26091900039563,0.547711374623662,False,2,2,1
1021,1022,4.0,2.0,373.931767057822,0.5603103382082875,False,2,2,1
1022,1023,5.25,1.5,362.54451547232367,0.451042851215159,False,2,2,1
1023,1024,1.25,1.75,224.10454895319674,0.0,False,0,0,1
1024,1025,1.25,1.5,143.26183198984165,0.0,False,0,0,1
1025,1026,6.25,1.5,242.48070742921456,0.016732843262940944,False,2,2,1
1026,1027,0.0,1.5,352.4173544996512,0.4663778612935506,False,0,0,1
1027,1028,3.5,1.5,332.1373281691248,0.4174701756298297,False,2,2,2
1028,1029,3.0,1.25,369.63842955643617,0.46628569185511437,False,2,1,1
1029,1030,1.0,1.5,378.37360816810656,0.3888269233976692,False,0,0,1
1030,1031,2.0,1.75,359.9047363300123,0.6061806733867242,False,2,2,1
1031,1032,2.0,1.25,377.50928508362193,0.4215456701341445,False,2,2,1
1032,1033,0.5,1.0,36.9141673247581,0.0,False,0,0,1
1033,1034,2.25,1.5,384.4393817362899,0.4332206353610328,False,1,1,2
1034,1035,1.0,0.0,398.0618025062487,0.5122132283086196,False,0,0,1
1035,1036,0.0,0.5,59.201570301067555,0.0,False,0,0,1
1036,1037,1.5,1.0,332.22586756468866,0.4422668566459474,False,2,2,2
1037,1038,1.5,1.5,398.9071069376049,0.5897424136726782,False,2,2,3
1038,1039,1.0,2.5,239.18565725591057,0.09614304661267571,False,0,0,1
1039,1040,0.5,1.5,354.31872412968704,0.3935098032625072,False,0,0,1
1040,1041,4.5,1.0,369.49962250334886,0.2829831211181438,False,4,4,2
1041,1042,2.75,1.75,256.08117639652295,0.5335308523532802,False,2,2,1
1042,1043,1.25,1.5,275.38381960208346,0.47307905355035595,False,0,0,1
